c-ip,Organization
65.112.8.77,"HARVAR-22 (Harvard University)"
65.112.8.78,"HARVAR-22 (Harvard University)"
65.112.8.79,"HARVAR-22 (Harvard University)"
65.112.8.8,"HARVAR-22 (Harvard University)"
65.125.109.5,"GHS-38 (Genesis Health System)"
65.161.169.218,"HCD-10 (Hitachi Chemical Diagnostics,)"
65.202.161.2,"WC-410 (WATERS CORPORATION)"
65.206.11.162,"AMC-73 (THE ANIMAL MEDICAL CENTER)"
65.216.195.9,"ABING (ABINGTON MEMORIAL HOSPITAL INC)"
65.242.50.34,"ST-420 (SPARK THERAPEUTICS, INC.)"
65.244.43.194,"JH-138 (JORDAN HOSPITAL)"
65.39.9.224,"LAKEHE-2 (Lakehead University)"
66.128.217.50,"CHD (Children's Hospital Colorado)"
66.128.217.54,"CHD (Children's Hospital Colorado)"
66.128.217.55,"CHD (Children's Hospital Colorado)"
66.159.103.4,"IP-19 (Ironwood Pharmaceuticals Inc)"
66.171.209.184,"WTAU (West Texas A&amp;M University)"
66.180.180.164,"PRNU (Princeton University)"
66.180.180.205,"PRNU (Princeton University)"
66.180.181.245,"PRNU (Princeton University)"
66.180.182.113,"PRNU (Princeton University)"
66.180.182.120,"PRNU (Princeton University)"
66.180.183.17,"PRNU (Princeton University)"
66.180.183.66,"PRNU (Princeton University)"
66.203.39.124,"TECA-1 (Tri-Rivers Educational Computer Association)"
66.205.166.128,"UND (University of Notre Dame)"
66.205.166.129,"UND (University of Notre Dame)"
66.205.166.130,"UND (University of Notre Dame)"
66.205.166.134,"UND (University of Notre Dame)"
66.205.166.97,"UND (University of Notre Dame)"
66.205.168.100,"UND (University of Notre Dame)"
66.205.168.109,"UND (University of Notre Dame)"
66.205.168.111,"UND (University of Notre Dame)"
66.205.168.118,"UND (University of Notre Dame)"
66.205.168.12,"UND (University of Notre Dame)"
66.205.168.120,"UND (University of Notre Dame)"
66.205.168.127,"UND (University of Notre Dame)"
66.205.168.143,"UND (University of Notre Dame)"
66.205.168.148,"UND (University of Notre Dame)"
66.205.168.174,"UND (University of Notre Dame)"
66.205.168.192,"UND (University of Notre Dame)"
66.205.168.193,"UND (University of Notre Dame)"
66.205.168.200,"UND (University of Notre Dame)"
66.205.168.204,"UND (University of Notre Dame)"
66.205.168.206,"UND (University of Notre Dame)"
66.205.168.22,"UND (University of Notre Dame)"
66.205.168.222,"UND (University of Notre Dame)"
66.205.168.224,"UND (University of Notre Dame)"
66.205.168.225,"UND (University of Notre Dame)"
66.205.168.226,"UND (University of Notre Dame)"
66.205.168.228,"UND (University of Notre Dame)"
66.205.168.23,"UND (University of Notre Dame)"
66.205.168.234,"UND (University of Notre Dame)"
66.205.168.238,"UND (University of Notre Dame)"
66.205.168.240,"UND (University of Notre Dame)"
66.205.168.241,"UND (University of Notre Dame)"
66.205.168.244,"UND (University of Notre Dame)"
66.205.168.248,"UND (University of Notre Dame)"
66.205.168.250,"UND (University of Notre Dame)"
66.205.168.29,"UND (University of Notre Dame)"
66.205.168.30,"UND (University of Notre Dame)"
66.205.168.31,"UND (University of Notre Dame)"
66.205.168.38,"UND (University of Notre Dame)"
66.205.168.55,"UND (University of Notre Dame)"
66.205.168.58,"UND (University of Notre Dame)"
66.205.168.79,"UND (University of Notre Dame)"
66.205.168.91,"UND (University of Notre Dame)"
66.205.168.99,"UND (University of Notre Dame)"
66.205.169.36,"UND (University of Notre Dame)"
66.205.169.58,"UND (University of Notre Dame)"
66.211.70.84,"AGRIVA (Agri-Valley Services Inc.)"
66.227.95.240,"PHILAD-27 (Philadelphia University)"
66.230.10.168,"TTUHS (Texas Tech University Health Sciences Center)"
66.230.10.192,"TTUHS (Texas Tech University Health Sciences Center)"
66.230.14.140,"TTUHS (Texas Tech University Health Sciences Center)"
66.230.14.141,"TTUHS (Texas Tech University Health Sciences Center)"
66.230.14.142,"TTUHS (Texas Tech University Health Sciences Center)"
66.230.59.146,"TTUHS (Texas Tech University Health Sciences Center)"
66.230.63.147,"TTUHS (Texas Tech University Health Sciences Center)"
66.230.63.148,"TTUHS (Texas Tech University Health Sciences Center)"
66.230.63.163,"TTUHS (Texas Tech University Health Sciences Center)"
66.244.5.92,"SCOE-3 (Shasta County Office of Education)"
66.254.224.15,"UND (University of Notre Dame)"
66.254.224.195,"UND (University of Notre Dame)"
66.254.224.240,"UND (University of Notre Dame)"
66.254.224.251,"UND (University of Notre Dame)"
66.254.224.31,"UND (University of Notre Dame)"
66.254.224.95,"UND (University of Notre Dame)"
66.254.225.187,"UND (University of Notre Dame)"
66.254.225.221,"UND (University of Notre Dame)"
66.254.225.246,"UND (University of Notre Dame)"
66.254.226.178,"UND (University of Notre Dame)"
66.254.227.139,"UND (University of Notre Dame)"
66.254.227.229,"UND (University of Notre Dame)"
66.254.227.61,"UND (University of Notre Dame)"
66.254.228.121,"UND (University of Notre Dame)"
66.254.228.122,"UND (University of Notre Dame)"
66.254.228.57,"UND (University of Notre Dame)"
66.254.229.123,"UND (University of Notre Dame)"
66.254.229.206,"UND (University of Notre Dame)"
66.254.229.53,"UND (University of Notre Dame)"
66.254.230.28,"UND (University of Notre Dame)"
66.254.231.102,"UND (University of Notre Dame)"
66.254.231.76,"UND (University of Notre Dame)"
66.254.231.86,"UND (University of Notre Dame)"
66.254.232.138,"UND (University of Notre Dame)"
66.254.232.156,"UND (University of Notre Dame)"
66.254.232.37,"UND (University of Notre Dame)"
66.254.233.121,"UND (University of Notre Dame)"
66.254.233.145,"UND (University of Notre Dame)"
66.254.233.202,"UND (University of Notre Dame)"
66.254.233.247,"UND (University of Notre Dame)"
66.254.233.34,"UND (University of Notre Dame)"
66.254.233.36,"UND (University of Notre Dame)"
66.254.233.37,"UND (University of Notre Dame)"
66.254.234.151,"UND (University of Notre Dame)"
66.254.235.104,"UND (University of Notre Dame)"
66.254.235.161,"UND (University of Notre Dame)"
66.254.235.208,"UND (University of Notre Dame)"
66.254.235.212,"UND (University of Notre Dame)"
66.254.235.40,"UND (University of Notre Dame)"
66.254.235.53,"UND (University of Notre Dame)"
66.254.236.136,"UND (University of Notre Dame)"
66.254.237.123,"UND (University of Notre Dame)"
66.254.237.89,"UND (University of Notre Dame)"
66.254.238.223,"UND (University of Notre Dame)"
66.254.238.230,"UND (University of Notre Dame)"
66.254.239.17,"UND (University of Notre Dame)"
66.254.239.94,"UND (University of Notre Dame)"
66.254.240.190,"UND (University of Notre Dame)"
66.254.240.223,"UND (University of Notre Dame)"
66.254.240.94,"UND (University of Notre Dame)"
66.254.241.1,"UND (University of Notre Dame)"
66.254.241.174,"UND (University of Notre Dame)"
66.254.241.218,"UND (University of Notre Dame)"
66.254.241.243,"UND (University of Notre Dame)"
66.254.241.95,"UND (University of Notre Dame)"
66.254.242.131,"UND (University of Notre Dame)"
66.254.242.164,"UND (University of Notre Dame)"
66.254.243.173,"UND (University of Notre Dame)"
66.254.243.212,"UND (University of Notre Dame)"
66.254.243.81,"UND (University of Notre Dame)"
66.254.244.207,"UND (University of Notre Dame)"
66.254.244.237,"UND (University of Notre Dame)"
66.254.244.27,"UND (University of Notre Dame)"
66.254.246.29,"UND (University of Notre Dame)"
66.254.247.104,"UND (University of Notre Dame)"
66.254.247.222,"UND (University of Notre Dame)"
66.254.247.53,"UND (University of Notre Dame)"
66.254.247.96,"UND (University of Notre Dame)"
66.254.248.236,"UND (University of Notre Dame)"
66.254.248.38,"UND (University of Notre Dame)"
66.254.248.99,"UND (University of Notre Dame)"
66.254.249.10,"UND (University of Notre Dame)"
66.254.249.14,"UND (University of Notre Dame)"
66.254.249.214,"UND (University of Notre Dame)"
66.254.250.1,"UND (University of Notre Dame)"
66.254.250.61,"UND (University of Notre Dame)"
66.254.251.100,"UND (University of Notre Dame)"
66.254.251.15,"UND (University of Notre Dame)"
66.64.64.155,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.64.200,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.64.225,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.64.94,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.65.53,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.65.63,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.65.77,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.68.110,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.68.135,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.68.141,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.68.236,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.13,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.130,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.133,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.139,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.14,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.143,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.162,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.171,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.174,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.178,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.191,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.234,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.237,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.24,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.241,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.4,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.41,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.43,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.6,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.75,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.88,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.69.98,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.72.10,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.72.178,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.72.35,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.73.40,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.73.59,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.73.99,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.80.29,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.86.10,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.89.108,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.89.33,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.89.83,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.89.97,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.64.93.9,"TASHSC (Texas A&amp;M University System Health Science Center)"
66.71.64.97,"PSU-2 (The Pennsylvania State University)"
67.132.206.254,"HMS-79 (HEALTH MARKET SCIENCE)"
67.148.246.252,"IHC-64 (INTERMOUNTAIN HEALTH CARE)"
67.194.12.48,"UNIVER-118 (University of Michigan)"
67.194.232.157,"UNIVER-118 (University of Michigan)"
67.194.232.73,"UNIVER-118 (University of Michigan)"
67.194.233.126,"UNIVER-118 (University of Michigan)"
67.194.234.186,"UNIVER-118 (University of Michigan)"
67.194.235.225,"UNIVER-118 (University of Michigan)"
67.194.237.183,"UNIVER-118 (University of Michigan)"
67.194.237.90,"UNIVER-118 (University of Michigan)"
67.194.247.167,"UNIVER-118 (University of Michigan)"
67.20.205.120,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.205.177,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.206.126,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.206.41,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.208.86,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.209.20,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.210.152,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.210.192,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.211.112,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.211.184,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.213.196,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.217.33,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.218.167,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.218.5,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.218.97,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.220.32,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.221.188,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.222.11,"SUNYAB-2 (State University of New York at Buffalo)"
67.20.222.70,"SUNYAB-2 (State University of New York at Buffalo)"
67.207.11.169,"UTAB-4 (The University of Texas at Brownsville)"
67.207.14.98,"UTAB-4 (The University of Texas at Brownsville)"
67.207.8.54,"UTAB-4 (The University of Texas at Brownsville)"
67.218.208.10,"ESC-226 (Exact Sciences Corporation)"
67.221.69.165,"UNIVER-73 (University of Connecticut)"
67.221.70.253,"UNIVER-73 (University of Connecticut)"
67.221.73.58,"UNIVER-73 (University of Connecticut)"
67.221.94.92,"UNIVER-73 (University of Connecticut)"
67.226.105.203,"HCCS-3 (HOUSTON COMMUNITY COLLEGE SYSTEM)"
67.226.120.8,"HCCS-3 (HOUSTON COMMUNITY COLLEGE SYSTEM)"
67.226.24.195,"HCCS-3 (HOUSTON COMMUNITY COLLEGE SYSTEM)"
67.226.41.206,"HCCS-3 (HOUSTON COMMUNITY COLLEGE SYSTEM)"
68.181.114.213,"USC-6 (University of Southern California)"
68.181.115.101,"USC-6 (University of Southern California)"
68.181.115.121,"USC-6 (University of Southern California)"
68.181.115.194,"USC-6 (University of Southern California)"
68.181.12.101,"USC-6 (University of Southern California)"
68.181.12.110,"USC-6 (University of Southern California)"
68.181.12.135,"USC-6 (University of Southern California)"
68.181.12.149,"USC-6 (University of Southern California)"
68.181.12.160,"USC-6 (University of Southern California)"
68.181.12.20,"USC-6 (University of Southern California)"
68.181.12.22,"USC-6 (University of Southern California)"
68.181.12.23,"USC-6 (University of Southern California)"
68.181.12.36,"USC-6 (University of Southern California)"
68.181.12.37,"USC-6 (University of Southern California)"
68.181.12.39,"USC-6 (University of Southern California)"
68.181.12.58,"USC-6 (University of Southern California)"
68.181.12.67,"USC-6 (University of Southern California)"
68.181.12.76,"USC-6 (University of Southern California)"
68.181.12.95,"USC-6 (University of Southern California)"
68.181.12.98,"USC-6 (University of Southern California)"
68.181.13.1,"USC-6 (University of Southern California)"
68.181.13.114,"USC-6 (University of Southern California)"
68.181.13.119,"USC-6 (University of Southern California)"
68.181.13.129,"USC-6 (University of Southern California)"
68.181.13.146,"USC-6 (University of Southern California)"
68.181.13.156,"USC-6 (University of Southern California)"
68.181.13.27,"USC-6 (University of Southern California)"
68.181.13.32,"USC-6 (University of Southern California)"
68.181.13.39,"USC-6 (University of Southern California)"
68.181.13.4,"USC-6 (University of Southern California)"
68.181.13.88,"USC-6 (University of Southern California)"
68.181.13.91,"USC-6 (University of Southern California)"
68.181.14.1,"USC-6 (University of Southern California)"
68.181.14.100,"USC-6 (University of Southern California)"
68.181.14.11,"USC-6 (University of Southern California)"
68.181.14.120,"USC-6 (University of Southern California)"
68.181.14.134,"USC-6 (University of Southern California)"
68.181.14.151,"USC-6 (University of Southern California)"
68.181.14.177,"USC-6 (University of Southern California)"
68.181.14.2,"USC-6 (University of Southern California)"
68.181.14.22,"USC-6 (University of Southern California)"
68.181.14.232,"USC-6 (University of Southern California)"
68.181.14.33,"USC-6 (University of Southern California)"
68.181.14.44,"USC-6 (University of Southern California)"
68.181.14.79,"USC-6 (University of Southern California)"
68.181.14.89,"USC-6 (University of Southern California)"
68.181.14.91,"USC-6 (University of Southern California)"
68.181.14.92,"USC-6 (University of Southern California)"
68.181.14.93,"USC-6 (University of Southern California)"
68.181.144.15,"USC-6 (University of Southern California)"
68.181.144.17,"USC-6 (University of Southern California)"
68.181.144.225,"USC-6 (University of Southern California)"
68.181.144.226,"USC-6 (University of Southern California)"
68.181.144.248,"USC-6 (University of Southern California)"
68.181.144.31,"USC-6 (University of Southern California)"
68.181.144.36,"USC-6 (University of Southern California)"
68.181.144.47,"USC-6 (University of Southern California)"
68.181.144.56,"USC-6 (University of Southern California)"
68.181.144.61,"USC-6 (University of Southern California)"
68.181.145.14,"USC-6 (University of Southern California)"
68.181.15.11,"USC-6 (University of Southern California)"
68.181.15.112,"USC-6 (University of Southern California)"
68.181.15.123,"USC-6 (University of Southern California)"
68.181.15.15,"USC-6 (University of Southern California)"
68.181.15.2,"USC-6 (University of Southern California)"
68.181.15.244,"USC-6 (University of Southern California)"
68.181.15.41,"USC-6 (University of Southern California)"
68.181.15.56,"USC-6 (University of Southern California)"
68.181.15.59,"USC-6 (University of Southern California)"
68.181.15.64,"USC-6 (University of Southern California)"
68.181.15.8,"USC-6 (University of Southern California)"
68.181.15.9,"USC-6 (University of Southern California)"
68.181.15.91,"USC-6 (University of Southern California)"
68.181.16.105,"USC-6 (University of Southern California)"
68.181.16.112,"USC-6 (University of Southern California)"
68.181.16.114,"USC-6 (University of Southern California)"
68.181.16.136,"USC-6 (University of Southern California)"
68.181.16.169,"USC-6 (University of Southern California)"
68.181.16.74,"USC-6 (University of Southern California)"
68.181.16.77,"USC-6 (University of Southern California)"
68.181.16.79,"USC-6 (University of Southern California)"
68.181.16.80,"USC-6 (University of Southern California)"
68.181.16.90,"USC-6 (University of Southern California)"
68.181.16.92,"USC-6 (University of Southern California)"
68.181.17.11,"USC-6 (University of Southern California)"
68.181.17.115,"USC-6 (University of Southern California)"
68.181.17.152,"USC-6 (University of Southern California)"
68.181.17.23,"USC-6 (University of Southern California)"
68.181.17.24,"USC-6 (University of Southern California)"
68.181.17.34,"USC-6 (University of Southern California)"
68.181.17.45,"USC-6 (University of Southern California)"
68.181.17.48,"USC-6 (University of Southern California)"
68.181.17.59,"USC-6 (University of Southern California)"
68.181.17.65,"USC-6 (University of Southern California)"
68.181.17.77,"USC-6 (University of Southern California)"
68.181.18.1,"USC-6 (University of Southern California)"
68.181.18.13,"USC-6 (University of Southern California)"
68.181.18.134,"USC-6 (University of Southern California)"
68.181.18.14,"USC-6 (University of Southern California)"
68.181.18.15,"USC-6 (University of Southern California)"
68.181.18.17,"USC-6 (University of Southern California)"
68.181.18.2,"USC-6 (University of Southern California)"
68.181.18.50,"USC-6 (University of Southern California)"
68.181.18.87,"USC-6 (University of Southern California)"
68.181.18.98,"USC-6 (University of Southern California)"
68.181.181.54,"USC-6 (University of Southern California)"
68.181.19.1,"USC-6 (University of Southern California)"
68.181.19.113,"USC-6 (University of Southern California)"
68.181.19.116,"USC-6 (University of Southern California)"
68.181.19.13,"USC-6 (University of Southern California)"
68.181.19.16,"USC-6 (University of Southern California)"
68.181.19.3,"USC-6 (University of Southern California)"
68.181.19.4,"USC-6 (University of Southern California)"
68.181.19.58,"USC-6 (University of Southern California)"
68.181.19.66,"USC-6 (University of Southern California)"
68.181.19.67,"USC-6 (University of Southern California)"
68.181.19.72,"USC-6 (University of Southern California)"
68.181.19.82,"USC-6 (University of Southern California)"
68.181.19.83,"USC-6 (University of Southern California)"
68.181.20.129,"USC-6 (University of Southern California)"
68.181.20.36,"USC-6 (University of Southern California)"
68.181.20.66,"USC-6 (University of Southern California)"
68.181.20.69,"USC-6 (University of Southern California)"
68.181.20.70,"USC-6 (University of Southern California)"
68.181.20.72,"USC-6 (University of Southern California)"
68.181.20.79,"USC-6 (University of Southern California)"
68.181.20.86,"USC-6 (University of Southern California)"
68.181.20.87,"USC-6 (University of Southern California)"
68.181.20.95,"USC-6 (University of Southern California)"
68.181.206.102,"USC-6 (University of Southern California)"
68.181.206.119,"USC-6 (University of Southern California)"
68.181.206.146,"USC-6 (University of Southern California)"
68.181.206.156,"USC-6 (University of Southern California)"
68.181.206.160,"USC-6 (University of Southern California)"
68.181.206.161,"USC-6 (University of Southern California)"
68.181.206.164,"USC-6 (University of Southern California)"
68.181.206.195,"USC-6 (University of Southern California)"
68.181.206.204,"USC-6 (University of Southern California)"
68.181.206.218,"USC-6 (University of Southern California)"
68.181.206.222,"USC-6 (University of Southern California)"
68.181.206.64,"USC-6 (University of Southern California)"
68.181.207.156,"USC-6 (University of Southern California)"
68.181.207.210,"USC-6 (University of Southern California)"
68.181.207.220,"USC-6 (University of Southern California)"
68.181.207.227,"USC-6 (University of Southern California)"
68.181.207.64,"USC-6 (University of Southern California)"
68.181.207.93,"USC-6 (University of Southern California)"
68.181.207.95,"USC-6 (University of Southern California)"
68.181.21.145,"USC-6 (University of Southern California)"
68.181.21.17,"USC-6 (University of Southern California)"
68.181.21.37,"USC-6 (University of Southern California)"
68.181.21.44,"USC-6 (University of Southern California)"
68.181.21.47,"USC-6 (University of Southern California)"
68.181.21.50,"USC-6 (University of Southern California)"
68.181.21.65,"USC-6 (University of Southern California)"
68.181.21.69,"USC-6 (University of Southern California)"
68.181.21.75,"USC-6 (University of Southern California)"
68.181.21.76,"USC-6 (University of Southern California)"
68.181.21.97,"USC-6 (University of Southern California)"
68.181.22.123,"USC-6 (University of Southern California)"
68.181.22.127,"USC-6 (University of Southern California)"
68.181.22.20,"USC-6 (University of Southern California)"
68.181.22.202,"USC-6 (University of Southern California)"
68.181.22.23,"USC-6 (University of Southern California)"
68.181.22.24,"USC-6 (University of Southern California)"
68.181.22.35,"USC-6 (University of Southern California)"
68.181.22.41,"USC-6 (University of Southern California)"
68.181.22.44,"USC-6 (University of Southern California)"
68.181.22.5,"USC-6 (University of Southern California)"
68.181.22.51,"USC-6 (University of Southern California)"
68.181.22.61,"USC-6 (University of Southern California)"
68.181.22.66,"USC-6 (University of Southern California)"
68.181.22.67,"USC-6 (University of Southern California)"
68.181.22.7,"USC-6 (University of Southern California)"
68.181.22.72,"USC-6 (University of Southern California)"
68.181.22.91,"USC-6 (University of Southern California)"
68.181.23.10,"USC-6 (University of Southern California)"
68.181.23.107,"USC-6 (University of Southern California)"
68.181.23.113,"USC-6 (University of Southern California)"
68.181.23.12,"USC-6 (University of Southern California)"
68.181.23.145,"USC-6 (University of Southern California)"
68.181.23.148,"USC-6 (University of Southern California)"
68.181.23.149,"USC-6 (University of Southern California)"
68.181.23.21,"USC-6 (University of Southern California)"
68.181.23.30,"USC-6 (University of Southern California)"
68.181.23.52,"USC-6 (University of Southern California)"
68.181.23.59,"USC-6 (University of Southern California)"
68.181.23.70,"USC-6 (University of Southern California)"
68.181.23.82,"USC-6 (University of Southern California)"
68.181.28.110,"USC-6 (University of Southern California)"
68.181.28.20,"USC-6 (University of Southern California)"
68.181.28.27,"USC-6 (University of Southern California)"
68.181.28.85,"USC-6 (University of Southern California)"
68.181.29.1,"USC-6 (University of Southern California)"
68.181.29.14,"USC-6 (University of Southern California)"
68.181.29.141,"USC-6 (University of Southern California)"
68.181.29.2,"USC-6 (University of Southern California)"
68.181.29.44,"USC-6 (University of Southern California)"
68.181.29.53,"USC-6 (University of Southern California)"
68.181.29.62,"USC-6 (University of Southern California)"
68.181.29.67,"USC-6 (University of Southern California)"
68.181.29.7,"USC-6 (University of Southern California)"
68.181.29.94,"USC-6 (University of Southern California)"
68.181.30.105,"USC-6 (University of Southern California)"
68.181.30.111,"USC-6 (University of Southern California)"
68.181.30.78,"USC-6 (University of Southern California)"
68.181.30.8,"USC-6 (University of Southern California)"
68.181.31.1,"USC-6 (University of Southern California)"
68.181.31.2,"USC-6 (University of Southern California)"
68.181.31.21,"USC-6 (University of Southern California)"
68.181.31.45,"USC-6 (University of Southern California)"
68.181.31.49,"USC-6 (University of Southern California)"
68.181.31.55,"USC-6 (University of Southern California)"
68.181.31.9,"USC-6 (University of Southern California)"
68.181.31.92,"USC-6 (University of Southern California)"
68.181.41.99,"USC-6 (University of Southern California)"
68.181.88.166,"USC-6 (University of Southern California)"
68.181.88.170,"USC-6 (University of Southern California)"
68.181.88.177,"USC-6 (University of Southern California)"
68.181.88.217,"USC-6 (University of Southern California)"
68.181.88.24,"USC-6 (University of Southern California)"
68.181.88.67,"USC-6 (University of Southern California)"
68.181.88.82,"USC-6 (University of Southern California)"
68.181.88.86,"USC-6 (University of Southern California)"
68.181.92.122,"USC-6 (University of Southern California)"
68.181.92.139,"USC-6 (University of Southern California)"
68.181.92.157,"USC-6 (University of Southern California)"
68.181.92.164,"USC-6 (University of Southern California)"
68.181.92.169,"USC-6 (University of Southern California)"
68.181.92.171,"USC-6 (University of Southern California)"
68.181.92.23,"USC-6 (University of Southern California)"
68.181.92.241,"USC-6 (University of Southern California)"
68.181.92.39,"USC-6 (University of Southern California)"
68.181.93.34,"USC-6 (University of Southern California)"
68.181.93.55,"USC-6 (University of Southern California)"
68.181.93.7,"USC-6 (University of Southern California)"
68.181.95.194,"USC-6 (University of Southern California)"
68.181.95.195,"USC-6 (University of Southern California)"
68.181.95.196,"USC-6 (University of Southern California)"
68.181.95.199,"USC-6 (University of Southern California)"
68.181.95.203,"USC-6 (University of Southern California)"
68.181.95.218,"USC-6 (University of Southern California)"
68.232.16.0,"TEXAS-111 (Texas A&amp;M University-Commerce)"
68.232.17.118,"TEXAS-111 (Texas A&amp;M University-Commerce)"
68.232.18.180,"TEXAS-111 (Texas A&amp;M University-Commerce)"
68.232.20.40,"TEXAS-111 (Texas A&amp;M University-Commerce)"
68.232.20.57,"TEXAS-111 (Texas A&amp;M University-Commerce)"
68.232.20.72,"TEXAS-111 (Texas A&amp;M University-Commerce)"
68.232.21.173,"TEXAS-111 (Texas A&amp;M University-Commerce)"
68.232.21.49,"TEXAS-111 (Texas A&amp;M University-Commerce)"
68.232.217.81,"LEECOL (Lee College)"
68.65.164.101,"STANFO (Stanford University)"
68.65.164.109,"STANFO (Stanford University)"
68.65.164.92,"STANFO (Stanford University)"
68.65.165.104,"STANFO (Stanford University)"
68.65.165.126,"STANFO (Stanford University)"
68.65.165.159,"STANFO (Stanford University)"
68.65.165.37,"STANFO (Stanford University)"
68.65.165.45,"STANFO (Stanford University)"
68.65.166.137,"STANFO (Stanford University)"
68.65.166.198,"STANFO (Stanford University)"
68.65.166.47,"STANFO (Stanford University)"
68.65.166.48,"STANFO (Stanford University)"
68.65.166.62,"STANFO (Stanford University)"
68.65.167.123,"STANFO (Stanford University)"
68.65.167.132,"STANFO (Stanford University)"
68.65.167.136,"STANFO (Stanford University)"
68.65.167.160,"STANFO (Stanford University)"
68.65.169.20,"STANFO (Stanford University)"
68.65.169.22,"STANFO (Stanford University)"
68.65.169.6,"STANFO (Stanford University)"
68.65.174.232,"STANFO (Stanford University)"
68.65.175.12,"STANFO (Stanford University)"
68.65.175.13,"STANFO (Stanford University)"
68.65.175.22,"STANFO (Stanford University)"
69.12.16.195,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.17.37,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.17.52,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.18.134,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.18.143,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.18.159,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.18.17,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.18.181,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.18.205,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.18.57,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.19.191,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.21.47,"SUNYAB-2 (State University of New York at Buffalo)"
69.12.22.147,"SUNYAB-2 (State University of New York at Buffalo)"
