c-ip,Organization
128.32.127.87,"UNIVER-22 (University of California)"
128.32.128.65,"UNIVER-22 (University of California)"
128.32.128.83,"UNIVER-22 (University of California)"
128.32.141.16,"UNIVER-22 (University of California)"
128.32.141.17,"UNIVER-22 (University of California)"
128.32.141.18,"UNIVER-22 (University of California)"
128.32.141.19,"UNIVER-22 (University of California)"
128.32.141.20,"UNIVER-22 (University of California)"
128.32.141.22,"UNIVER-22 (University of California)"
128.32.141.24,"UNIVER-22 (University of California)"
128.32.141.25,"UNIVER-22 (University of California)"
128.32.141.27,"UNIVER-22 (University of California)"
128.32.141.50,"UNIVER-22 (University of California)"
128.32.141.58,"UNIVER-22 (University of California)"
128.32.141.6,"UNIVER-22 (University of California)"
128.32.141.62,"UNIVER-22 (University of California)"
128.32.141.63,"UNIVER-22 (University of California)"
128.32.141.64,"UNIVER-22 (University of California)"
128.32.141.67,"UNIVER-22 (University of California)"
128.32.142.24,"UNIVER-22 (University of California)"
128.32.142.37,"UNIVER-22 (University of California)"
128.32.142.54,"UNIVER-22 (University of California)"
128.32.142.80,"UNIVER-22 (University of California)"
128.32.142.92,"UNIVER-22 (University of California)"
128.32.148.140,"UNIVER-22 (University of California)"
128.32.151.22,"UNIVER-22 (University of California)"
128.32.166.201,"UNIVER-22 (University of California)"
128.32.166.28,"UNIVER-22 (University of California)"
128.32.166.37,"UNIVER-22 (University of California)"
128.32.166.6,"UNIVER-22 (University of California)"
128.32.166.79,"UNIVER-22 (University of California)"
128.32.166.93,"UNIVER-22 (University of California)"
128.32.166.95,"UNIVER-22 (University of California)"
128.32.173.216,"UNIVER-22 (University of California)"
128.32.177.132,"UNIVER-22 (University of California)"
128.32.177.137,"UNIVER-22 (University of California)"
128.32.177.156,"UNIVER-22 (University of California)"
128.32.177.174,"UNIVER-22 (University of California)"
128.32.177.178,"UNIVER-22 (University of California)"
128.32.177.192,"UNIVER-22 (University of California)"
128.32.177.196,"UNIVER-22 (University of California)"
128.32.177.199,"UNIVER-22 (University of California)"
128.32.177.213,"UNIVER-22 (University of California)"
128.32.184.120,"UNIVER-22 (University of California)"
128.32.186.103,"UNIVER-22 (University of California)"
128.32.19.11,"UNIVER-22 (University of California)"
128.32.19.118,"UNIVER-22 (University of California)"
128.32.19.138,"UNIVER-22 (University of California)"
128.32.19.85,"UNIVER-22 (University of California)"
128.32.19.9,"UNIVER-22 (University of California)"
128.32.200.103,"UNIVER-22 (University of California)"
128.32.200.105,"UNIVER-22 (University of California)"
128.32.200.68,"UNIVER-22 (University of California)"
128.32.200.78,"UNIVER-22 (University of California)"
128.32.200.94,"UNIVER-22 (University of California)"
128.32.200.98,"UNIVER-22 (University of California)"
128.32.207.182,"UNIVER-22 (University of California)"
128.32.218.193,"UNIVER-22 (University of California)"
128.32.234.2,"UNIVER-22 (University of California)"
128.32.3.19,"UNIVER-22 (University of California)"
128.32.3.58,"UNIVER-22 (University of California)"
128.32.3.67,"UNIVER-22 (University of California)"
128.32.88.167,"UNIVER-22 (University of California)"
128.32.88.241,"UNIVER-22 (University of California)"
128.36.111.84,"YALEUN (Yale University)"
128.36.115.11,"YALEUN (Yale University)"
128.36.115.12,"YALEUN (Yale University)"
128.36.116.212,"YALEUN (Yale University)"
128.36.116.4,"YALEUN (Yale University)"
128.36.117.231,"YALEUN (Yale University)"
128.36.137.18,"YALEUN (Yale University)"
128.36.137.41,"YALEUN (Yale University)"
128.36.137.79,"YALEUN (Yale University)"
128.36.16.161,"YALEUN (Yale University)"
128.36.16.190,"YALEUN (Yale University)"
128.36.215.170,"YALEUN (Yale University)"
128.36.49.42,"YALEUN (Yale University)"
128.36.7.109,"YALEUN (Yale University)"
128.36.7.129,"YALEUN (Yale University)"
128.36.7.134,"YALEUN (Yale University)"
128.36.7.139,"YALEUN (Yale University)"
128.36.7.142,"YALEUN (Yale University)"
128.36.7.145,"YALEUN (Yale University)"
128.36.7.146,"YALEUN (Yale University)"
128.36.7.151,"YALEUN (Yale University)"
128.36.7.153,"YALEUN (Yale University)"
128.36.7.197,"YALEUN (Yale University)"
128.36.7.20,"YALEUN (Yale University)"
128.36.7.205,"YALEUN (Yale University)"
128.36.7.206,"YALEUN (Yale University)"
128.36.7.214,"YALEUN (Yale University)"
128.36.7.216,"YALEUN (Yale University)"
128.36.7.224,"YALEUN (Yale University)"
128.36.7.23,"YALEUN (Yale University)"
128.36.7.251,"YALEUN (Yale University)"
128.36.7.41,"YALEUN (Yale University)"
128.36.7.79,"YALEUN (Yale University)"
128.36.7.83,"YALEUN (Yale University)"
128.36.7.89,"YALEUN (Yale University)"
128.4.101.135,"UNIVER-19 (University of Delaware)"
128.4.101.3,"UNIVER-19 (University of Delaware)"
128.4.103.46,"UNIVER-19 (University of Delaware)"
128.4.111.112,"UNIVER-19 (University of Delaware)"
128.4.111.139,"UNIVER-19 (University of Delaware)"
128.4.113.105,"UNIVER-19 (University of Delaware)"
128.4.117.203,"UNIVER-19 (University of Delaware)"
128.4.118.228,"UNIVER-19 (University of Delaware)"
128.4.124.67,"UNIVER-19 (University of Delaware)"
128.4.129.133,"UNIVER-19 (University of Delaware)"
128.4.131.3,"UNIVER-19 (University of Delaware)"
128.4.138.207,"UNIVER-19 (University of Delaware)"
128.4.138.74,"UNIVER-19 (University of Delaware)"
128.4.160.51,"UNIVER-19 (University of Delaware)"
128.4.164.96,"UNIVER-19 (University of Delaware)"
128.4.165.127,"UNIVER-19 (University of Delaware)"
128.4.169.72,"UNIVER-19 (University of Delaware)"
128.4.175.226,"UNIVER-19 (University of Delaware)"
128.4.185.88,"UNIVER-19 (University of Delaware)"
128.4.186.182,"UNIVER-19 (University of Delaware)"
128.4.201.116,"UNIVER-19 (University of Delaware)"
128.4.201.173,"UNIVER-19 (University of Delaware)"
128.4.201.184,"UNIVER-19 (University of Delaware)"
128.4.201.64,"UNIVER-19 (University of Delaware)"
128.4.202.210,"UNIVER-19 (University of Delaware)"
128.4.203.102,"UNIVER-19 (University of Delaware)"
128.4.204.184,"UNIVER-19 (University of Delaware)"
128.4.204.36,"UNIVER-19 (University of Delaware)"
128.4.205.177,"UNIVER-19 (University of Delaware)"
128.4.206.121,"UNIVER-19 (University of Delaware)"
128.4.206.207,"UNIVER-19 (University of Delaware)"
128.4.206.34,"UNIVER-19 (University of Delaware)"
128.4.207.56,"UNIVER-19 (University of Delaware)"
128.4.216.58,"UNIVER-19 (University of Delaware)"
128.4.218.0,"UNIVER-19 (University of Delaware)"
128.4.229.168,"UNIVER-19 (University of Delaware)"
128.4.236.135,"UNIVER-19 (University of Delaware)"
128.4.236.255,"UNIVER-19 (University of Delaware)"
128.4.236.54,"UNIVER-19 (University of Delaware)"
128.4.246.58,"UNIVER-19 (University of Delaware)"
128.4.25.139,"UNIVER-19 (University of Delaware)"
128.4.40.215,"UNIVER-19 (University of Delaware)"
128.4.43.51,"UNIVER-19 (University of Delaware)"
128.4.65.14,"UNIVER-19 (University of Delaware)"
128.4.70.60,"UNIVER-19 (University of Delaware)"
128.4.74.166,"UNIVER-19 (University of Delaware)"
128.4.75.235,"UNIVER-19 (University of Delaware)"
128.4.76.255,"UNIVER-19 (University of Delaware)"
128.4.86.183,"UNIVER-19 (University of Delaware)"
128.4.89.207,"UNIVER-19 (University of Delaware)"
128.4.90.47,"UNIVER-19 (University of Delaware)"
128.4.91.158,"UNIVER-19 (University of Delaware)"
128.4.92.100,"UNIVER-19 (University of Delaware)"
128.4.93.221,"UNIVER-19 (University of Delaware)"
128.4.93.248,"UNIVER-19 (University of Delaware)"
128.4.93.89,"UNIVER-19 (University of Delaware)"
128.4.94.243,"UNIVER-19 (University of Delaware)"
128.4.94.36,"UNIVER-19 (University of Delaware)"
128.4.95.155,"UNIVER-19 (University of Delaware)"
128.4.95.231,"UNIVER-19 (University of Delaware)"
128.4.96.184,"UNIVER-19 (University of Delaware)"
128.4.96.80,"UNIVER-19 (University of Delaware)"
128.4.98.175,"UNIVER-19 (University of Delaware)"
128.42.102.251,"RICEUN (Rice University)"
128.42.103.47,"RICEUN (Rice University)"
128.42.142.45,"RICEUN (Rice University)"
128.42.163.12,"RICEUN (Rice University)"
128.42.163.13,"RICEUN (Rice University)"
128.42.165.157,"RICEUN (Rice University)"
128.42.166.240,"RICEUN (Rice University)"
128.42.193.237,"RICEUN (Rice University)"
128.42.219.90,"RICEUN (Rice University)"
128.42.221.185,"RICEUN (Rice University)"
128.42.224.178,"RICEUN (Rice University)"
128.42.224.48,"RICEUN (Rice University)"
128.42.224.62,"RICEUN (Rice University)"
128.42.225.179,"RICEUN (Rice University)"
128.42.225.57,"RICEUN (Rice University)"
128.42.226.45,"RICEUN (Rice University)"
128.42.226.65,"RICEUN (Rice University)"
128.42.228.160,"RICEUN (Rice University)"
128.42.228.2,"RICEUN (Rice University)"
128.42.229.16,"RICEUN (Rice University)"
128.42.229.95,"RICEUN (Rice University)"
128.42.230.210,"RICEUN (Rice University)"
128.42.231.137,"RICEUN (Rice University)"
128.42.231.145,"RICEUN (Rice University)"
128.42.233.176,"RICEUN (Rice University)"
128.42.234.151,"RICEUN (Rice University)"
128.42.235.192,"RICEUN (Rice University)"
128.42.30.133,"RICEUN (Rice University)"
128.42.39.173,"RICEUN (Rice University)"
128.42.65.88,"RICEUN (Rice University)"
128.42.66.153,"RICEUN (Rice University)"
128.42.66.190,"RICEUN (Rice University)"
128.42.69.128,"RICEUN (Rice University)"
128.42.71.21,"RICEUN (Rice University)"
128.42.72.82,"RICEUN (Rice University)"
128.42.74.172,"RICEUN (Rice University)"
128.42.76.192,"RICEUN (Rice University)"
128.42.77.33,"RICEUN (Rice University)"
128.42.77.38,"RICEUN (Rice University)"
128.42.77.60,"RICEUN (Rice University)"
128.42.79.217,"RICEUN (Rice University)"
128.42.80.120,"RICEUN (Rice University)"
128.42.80.221,"RICEUN (Rice University)"
128.42.80.96,"RICEUN (Rice University)"
128.42.81.155,"RICEUN (Rice University)"
128.42.84.81,"RICEUN (Rice University)"
128.42.85.138,"RICEUN (Rice University)"
128.42.86.101,"RICEUN (Rice University)"
128.42.88.61,"RICEUN (Rice University)"
128.42.89.226,"RICEUN (Rice University)"
128.42.90.18,"RICEUN (Rice University)"
128.42.90.43,"RICEUN (Rice University)"
128.42.94.120,"RICEUN (Rice University)"
128.42.94.171,"RICEUN (Rice University)"
128.42.95.169,"RICEUN (Rice University)"
128.42.95.191,"RICEUN (Rice University)"
128.42.95.89,"RICEUN (Rice University)"
128.46.161.173,"PURDUE (Purdue University)"
128.46.217.131,"PURDUE (Purdue University)"
128.46.217.143,"PURDUE (Purdue University)"
128.46.221.243,"PURDUE (Purdue University)"
128.46.90.160,"PURDUE (Purdue University)"
128.46.90.161,"PURDUE (Purdue University)"
128.46.90.85,"PURDUE (Purdue University)"
128.48.5.212,"UCOP (University of California - Office of the President)"
128.52.128.105,"MIT-2 (Massachusetts Institute of Technology)"
128.54.1.184,"UCSD-1 (University of California, San Diego)"
128.54.10.119,"UCSD-1 (University of California, San Diego)"
128.54.10.120,"UCSD-1 (University of California, San Diego)"
128.54.10.153,"UCSD-1 (University of California, San Diego)"
128.54.10.177,"UCSD-1 (University of California, San Diego)"
128.54.10.190,"UCSD-1 (University of California, San Diego)"
128.54.10.240,"UCSD-1 (University of California, San Diego)"
128.54.11.251,"UCSD-1 (University of California, San Diego)"
128.54.12.123,"UCSD-1 (University of California, San Diego)"
128.54.12.125,"UCSD-1 (University of California, San Diego)"
128.54.12.139,"UCSD-1 (University of California, San Diego)"
128.54.12.142,"UCSD-1 (University of California, San Diego)"
128.54.12.143,"UCSD-1 (University of California, San Diego)"
128.54.12.146,"UCSD-1 (University of California, San Diego)"
128.54.12.152,"UCSD-1 (University of California, San Diego)"
128.54.12.159,"UCSD-1 (University of California, San Diego)"
128.54.12.165,"UCSD-1 (University of California, San Diego)"
128.54.12.169,"UCSD-1 (University of California, San Diego)"
128.54.12.176,"UCSD-1 (University of California, San Diego)"
128.54.12.179,"UCSD-1 (University of California, San Diego)"
128.54.12.187,"UCSD-1 (University of California, San Diego)"
128.54.12.198,"UCSD-1 (University of California, San Diego)"
128.54.12.209,"UCSD-1 (University of California, San Diego)"
128.54.12.231,"UCSD-1 (University of California, San Diego)"
128.54.12.235,"UCSD-1 (University of California, San Diego)"
128.54.12.244,"UCSD-1 (University of California, San Diego)"
128.54.12.253,"UCSD-1 (University of California, San Diego)"
128.54.12.35,"UCSD-1 (University of California, San Diego)"
128.54.12.38,"UCSD-1 (University of California, San Diego)"
128.54.12.62,"UCSD-1 (University of California, San Diego)"
128.54.12.73,"UCSD-1 (University of California, San Diego)"
128.54.12.76,"UCSD-1 (University of California, San Diego)"
128.54.12.9,"UCSD-1 (University of California, San Diego)"
128.54.13.100,"UCSD-1 (University of California, San Diego)"
128.54.13.111,"UCSD-1 (University of California, San Diego)"
128.54.13.120,"UCSD-1 (University of California, San Diego)"
128.54.13.125,"UCSD-1 (University of California, San Diego)"
128.54.13.138,"UCSD-1 (University of California, San Diego)"
128.54.13.195,"UCSD-1 (University of California, San Diego)"
128.54.13.211,"UCSD-1 (University of California, San Diego)"
128.54.13.214,"UCSD-1 (University of California, San Diego)"
128.54.13.217,"UCSD-1 (University of California, San Diego)"
128.54.13.232,"UCSD-1 (University of California, San Diego)"
128.54.13.238,"UCSD-1 (University of California, San Diego)"
128.54.13.29,"UCSD-1 (University of California, San Diego)"
128.54.13.34,"UCSD-1 (University of California, San Diego)"
128.54.13.50,"UCSD-1 (University of California, San Diego)"
128.54.13.63,"UCSD-1 (University of California, San Diego)"
128.54.13.68,"UCSD-1 (University of California, San Diego)"
128.54.13.81,"UCSD-1 (University of California, San Diego)"
128.54.13.87,"UCSD-1 (University of California, San Diego)"
128.54.13.94,"UCSD-1 (University of California, San Diego)"
128.54.145.88,"UCSD-1 (University of California, San Diego)"
128.54.146.89,"UCSD-1 (University of California, San Diego)"
128.54.148.100,"UCSD-1 (University of California, San Diego)"
128.54.148.101,"UCSD-1 (University of California, San Diego)"
128.54.163.118,"UCSD-1 (University of California, San Diego)"
128.54.165.167,"UCSD-1 (University of California, San Diego)"
128.54.177.74,"UCSD-1 (University of California, San Diego)"
128.54.18.128,"UCSD-1 (University of California, San Diego)"
128.54.18.175,"UCSD-1 (University of California, San Diego)"
128.54.18.239,"UCSD-1 (University of California, San Diego)"
128.54.182.74,"UCSD-1 (University of California, San Diego)"
128.54.186.118,"UCSD-1 (University of California, San Diego)"
128.54.19.214,"UCSD-1 (University of California, San Diego)"
128.54.20.178,"UCSD-1 (University of California, San Diego)"
128.54.20.182,"UCSD-1 (University of California, San Diego)"
128.54.22.46,"UCSD-1 (University of California, San Diego)"
128.54.24.169,"UCSD-1 (University of California, San Diego)"
128.54.24.44,"UCSD-1 (University of California, San Diego)"
128.54.249.133,"UCSD-1 (University of California, San Diego)"
128.54.251.167,"UCSD-1 (University of California, San Diego)"
128.54.252.14,"UCSD-1 (University of California, San Diego)"
128.54.26.217,"UCSD-1 (University of California, San Diego)"
128.54.26.51,"UCSD-1 (University of California, San Diego)"
128.54.27.103,"UCSD-1 (University of California, San Diego)"
128.54.27.105,"UCSD-1 (University of California, San Diego)"
128.54.27.13,"UCSD-1 (University of California, San Diego)"
128.54.27.18,"UCSD-1 (University of California, San Diego)"
128.54.27.55,"UCSD-1 (University of California, San Diego)"
128.54.27.68,"UCSD-1 (University of California, San Diego)"
128.54.27.76,"UCSD-1 (University of California, San Diego)"
128.54.27.82,"UCSD-1 (University of California, San Diego)"
128.54.27.92,"UCSD-1 (University of California, San Diego)"
128.54.33.115,"UCSD-1 (University of California, San Diego)"
128.54.35.139,"UCSD-1 (University of California, San Diego)"
128.54.36.135,"UCSD-1 (University of California, San Diego)"
128.54.37.192,"UCSD-1 (University of California, San Diego)"
128.54.4.160,"UCSD-1 (University of California, San Diego)"
128.54.4.243,"UCSD-1 (University of California, San Diego)"
128.54.4.247,"UCSD-1 (University of California, San Diego)"
128.54.4.72,"UCSD-1 (University of California, San Diego)"
128.54.40.217,"UCSD-1 (University of California, San Diego)"
128.54.41.179,"UCSD-1 (University of California, San Diego)"
128.54.42.10,"UCSD-1 (University of California, San Diego)"
128.54.42.102,"UCSD-1 (University of California, San Diego)"
128.54.42.103,"UCSD-1 (University of California, San Diego)"
128.54.42.104,"UCSD-1 (University of California, San Diego)"
128.54.42.11,"UCSD-1 (University of California, San Diego)"
128.54.42.110,"UCSD-1 (University of California, San Diego)"
128.54.42.111,"UCSD-1 (University of California, San Diego)"
128.54.42.113,"UCSD-1 (University of California, San Diego)"
128.54.42.114,"UCSD-1 (University of California, San Diego)"
128.54.42.115,"UCSD-1 (University of California, San Diego)"
128.54.42.119,"UCSD-1 (University of California, San Diego)"
128.54.42.12,"UCSD-1 (University of California, San Diego)"
128.54.42.121,"UCSD-1 (University of California, San Diego)"
128.54.42.124,"UCSD-1 (University of California, San Diego)"
128.54.42.125,"UCSD-1 (University of California, San Diego)"
128.54.42.127,"UCSD-1 (University of California, San Diego)"
128.54.42.129,"UCSD-1 (University of California, San Diego)"
128.54.42.13,"UCSD-1 (University of California, San Diego)"
128.54.42.130,"UCSD-1 (University of California, San Diego)"
128.54.42.131,"UCSD-1 (University of California, San Diego)"
128.54.42.135,"UCSD-1 (University of California, San Diego)"
128.54.42.14,"UCSD-1 (University of California, San Diego)"
128.54.42.140,"UCSD-1 (University of California, San Diego)"
128.54.42.145,"UCSD-1 (University of California, San Diego)"
128.54.42.146,"UCSD-1 (University of California, San Diego)"
128.54.42.147,"UCSD-1 (University of California, San Diego)"
128.54.42.15,"UCSD-1 (University of California, San Diego)"
128.54.42.150,"UCSD-1 (University of California, San Diego)"
128.54.42.153,"UCSD-1 (University of California, San Diego)"
128.54.42.154,"UCSD-1 (University of California, San Diego)"
128.54.42.155,"UCSD-1 (University of California, San Diego)"
128.54.42.158,"UCSD-1 (University of California, San Diego)"
128.54.42.16,"UCSD-1 (University of California, San Diego)"
128.54.42.160,"UCSD-1 (University of California, San Diego)"
128.54.42.162,"UCSD-1 (University of California, San Diego)"
128.54.42.163,"UCSD-1 (University of California, San Diego)"
128.54.42.164,"UCSD-1 (University of California, San Diego)"
128.54.42.169,"UCSD-1 (University of California, San Diego)"
128.54.42.17,"UCSD-1 (University of California, San Diego)"
128.54.42.170,"UCSD-1 (University of California, San Diego)"
128.54.42.171,"UCSD-1 (University of California, San Diego)"
128.54.42.172,"UCSD-1 (University of California, San Diego)"
128.54.42.174,"UCSD-1 (University of California, San Diego)"
128.54.42.182,"UCSD-1 (University of California, San Diego)"
128.54.42.183,"UCSD-1 (University of California, San Diego)"
128.54.42.184,"UCSD-1 (University of California, San Diego)"
128.54.42.185,"UCSD-1 (University of California, San Diego)"
128.54.42.19,"UCSD-1 (University of California, San Diego)"
128.54.42.191,"UCSD-1 (University of California, San Diego)"
128.54.42.195,"UCSD-1 (University of California, San Diego)"
128.54.42.197,"UCSD-1 (University of California, San Diego)"
128.54.42.198,"UCSD-1 (University of California, San Diego)"
128.54.42.201,"UCSD-1 (University of California, San Diego)"
128.54.42.204,"UCSD-1 (University of California, San Diego)"
128.54.42.208,"UCSD-1 (University of California, San Diego)"
128.54.42.213,"UCSD-1 (University of California, San Diego)"
128.54.42.218,"UCSD-1 (University of California, San Diego)"
128.54.42.219,"UCSD-1 (University of California, San Diego)"
128.54.42.220,"UCSD-1 (University of California, San Diego)"
128.54.42.223,"UCSD-1 (University of California, San Diego)"
128.54.42.224,"UCSD-1 (University of California, San Diego)"
128.54.42.228,"UCSD-1 (University of California, San Diego)"
128.54.42.23,"UCSD-1 (University of California, San Diego)"
128.54.42.232,"UCSD-1 (University of California, San Diego)"
128.54.42.233,"UCSD-1 (University of California, San Diego)"
128.54.42.238,"UCSD-1 (University of California, San Diego)"
128.54.42.240,"UCSD-1 (University of California, San Diego)"
128.54.42.241,"UCSD-1 (University of California, San Diego)"
128.54.42.244,"UCSD-1 (University of California, San Diego)"
128.54.42.245,"UCSD-1 (University of California, San Diego)"
128.54.42.247,"UCSD-1 (University of California, San Diego)"
128.54.42.249,"UCSD-1 (University of California, San Diego)"
128.54.42.251,"UCSD-1 (University of California, San Diego)"
128.54.42.254,"UCSD-1 (University of California, San Diego)"
128.54.42.27,"UCSD-1 (University of California, San Diego)"
128.54.42.3,"UCSD-1 (University of California, San Diego)"
128.54.42.32,"UCSD-1 (University of California, San Diego)"
128.54.42.34,"UCSD-1 (University of California, San Diego)"
128.54.42.35,"UCSD-1 (University of California, San Diego)"
128.54.42.36,"UCSD-1 (University of California, San Diego)"
128.54.42.37,"UCSD-1 (University of California, San Diego)"
128.54.42.38,"UCSD-1 (University of California, San Diego)"
128.54.42.4,"UCSD-1 (University of California, San Diego)"
128.54.42.40,"UCSD-1 (University of California, San Diego)"
128.54.42.41,"UCSD-1 (University of California, San Diego)"
128.54.42.43,"UCSD-1 (University of California, San Diego)"
128.54.42.49,"UCSD-1 (University of California, San Diego)"
128.54.42.56,"UCSD-1 (University of California, San Diego)"
128.54.42.59,"UCSD-1 (University of California, San Diego)"
128.54.42.6,"UCSD-1 (University of California, San Diego)"
128.54.42.61,"UCSD-1 (University of California, San Diego)"
128.54.42.63,"UCSD-1 (University of California, San Diego)"
128.54.42.69,"UCSD-1 (University of California, San Diego)"
128.54.42.70,"UCSD-1 (University of California, San Diego)"
128.54.42.75,"UCSD-1 (University of California, San Diego)"
128.54.42.76,"UCSD-1 (University of California, San Diego)"
128.54.42.77,"UCSD-1 (University of California, San Diego)"
128.54.42.78,"UCSD-1 (University of California, San Diego)"
128.54.42.82,"UCSD-1 (University of California, San Diego)"
128.54.42.83,"UCSD-1 (University of California, San Diego)"
128.54.42.87,"UCSD-1 (University of California, San Diego)"
128.54.42.90,"UCSD-1 (University of California, San Diego)"
128.54.42.92,"UCSD-1 (University of California, San Diego)"
128.54.42.95,"UCSD-1 (University of California, San Diego)"
128.54.42.97,"UCSD-1 (University of California, San Diego)"
128.54.42.98,"UCSD-1 (University of California, San Diego)"
128.54.42.99,"UCSD-1 (University of California, San Diego)"
128.54.43.100,"UCSD-1 (University of California, San Diego)"
128.54.43.101,"UCSD-1 (University of California, San Diego)"
128.54.43.102,"UCSD-1 (University of California, San Diego)"
128.54.43.108,"UCSD-1 (University of California, San Diego)"
128.54.43.11,"UCSD-1 (University of California, San Diego)"
128.54.43.110,"UCSD-1 (University of California, San Diego)"
128.54.43.116,"UCSD-1 (University of California, San Diego)"
128.54.43.117,"UCSD-1 (University of California, San Diego)"
128.54.43.119,"UCSD-1 (University of California, San Diego)"
128.54.43.120,"UCSD-1 (University of California, San Diego)"
128.54.43.122,"UCSD-1 (University of California, San Diego)"
128.54.43.123,"UCSD-1 (University of California, San Diego)"
128.54.43.124,"UCSD-1 (University of California, San Diego)"
128.54.43.125,"UCSD-1 (University of California, San Diego)"
128.54.43.126,"UCSD-1 (University of California, San Diego)"
128.54.43.129,"UCSD-1 (University of California, San Diego)"
128.54.43.133,"UCSD-1 (University of California, San Diego)"
128.54.43.136,"UCSD-1 (University of California, San Diego)"
128.54.43.137,"UCSD-1 (University of California, San Diego)"
128.54.43.14,"UCSD-1 (University of California, San Diego)"
128.54.43.141,"UCSD-1 (University of California, San Diego)"
128.54.43.142,"UCSD-1 (University of California, San Diego)"
128.54.43.144,"UCSD-1 (University of California, San Diego)"
128.54.43.145,"UCSD-1 (University of California, San Diego)"
128.54.43.148,"UCSD-1 (University of California, San Diego)"
128.54.43.149,"UCSD-1 (University of California, San Diego)"
128.54.43.15,"UCSD-1 (University of California, San Diego)"
128.54.43.151,"UCSD-1 (University of California, San Diego)"
128.54.43.153,"UCSD-1 (University of California, San Diego)"
128.54.43.155,"UCSD-1 (University of California, San Diego)"
128.54.43.156,"UCSD-1 (University of California, San Diego)"
128.54.43.159,"UCSD-1 (University of California, San Diego)"
128.54.43.163,"UCSD-1 (University of California, San Diego)"
128.54.43.164,"UCSD-1 (University of California, San Diego)"
128.54.43.166,"UCSD-1 (University of California, San Diego)"
128.54.43.167,"UCSD-1 (University of California, San Diego)"
128.54.43.168,"UCSD-1 (University of California, San Diego)"
128.54.43.170,"UCSD-1 (University of California, San Diego)"
128.54.43.171,"UCSD-1 (University of California, San Diego)"
128.54.43.175,"UCSD-1 (University of California, San Diego)"
128.54.43.177,"UCSD-1 (University of California, San Diego)"
128.54.43.18,"UCSD-1 (University of California, San Diego)"
128.54.43.185,"UCSD-1 (University of California, San Diego)"
128.54.43.186,"UCSD-1 (University of California, San Diego)"
128.54.43.194,"UCSD-1 (University of California, San Diego)"
128.54.43.195,"UCSD-1 (University of California, San Diego)"
128.54.43.196,"UCSD-1 (University of California, San Diego)"
128.54.43.198,"UCSD-1 (University of California, San Diego)"
128.54.43.199,"UCSD-1 (University of California, San Diego)"
128.54.43.20,"UCSD-1 (University of California, San Diego)"
128.54.43.200,"UCSD-1 (University of California, San Diego)"
128.54.43.201,"UCSD-1 (University of California, San Diego)"
128.54.43.202,"UCSD-1 (University of California, San Diego)"
128.54.43.203,"UCSD-1 (University of California, San Diego)"
128.54.43.204,"UCSD-1 (University of California, San Diego)"
128.54.43.209,"UCSD-1 (University of California, San Diego)"
128.54.43.210,"UCSD-1 (University of California, San Diego)"
128.54.43.212,"UCSD-1 (University of California, San Diego)"
128.54.43.213,"UCSD-1 (University of California, San Diego)"
128.54.43.219,"UCSD-1 (University of California, San Diego)"
128.54.43.22,"UCSD-1 (University of California, San Diego)"
128.54.43.220,"UCSD-1 (University of California, San Diego)"
128.54.43.222,"UCSD-1 (University of California, San Diego)"
128.54.43.224,"UCSD-1 (University of California, San Diego)"
128.54.43.226,"UCSD-1 (University of California, San Diego)"
128.54.43.229,"UCSD-1 (University of California, San Diego)"
128.54.43.23,"UCSD-1 (University of California, San Diego)"
128.54.43.231,"UCSD-1 (University of California, San Diego)"
128.54.43.232,"UCSD-1 (University of California, San Diego)"
128.54.43.235,"UCSD-1 (University of California, San Diego)"
128.54.43.242,"UCSD-1 (University of California, San Diego)"
128.54.43.243,"UCSD-1 (University of California, San Diego)"
128.54.43.246,"UCSD-1 (University of California, San Diego)"
128.54.43.250,"UCSD-1 (University of California, San Diego)"
128.54.43.252,"UCSD-1 (University of California, San Diego)"
128.54.43.253,"UCSD-1 (University of California, San Diego)"
128.54.43.27,"UCSD-1 (University of California, San Diego)"
128.54.43.28,"UCSD-1 (University of California, San Diego)"
128.54.43.29,"UCSD-1 (University of California, San Diego)"
128.54.43.3,"UCSD-1 (University of California, San Diego)"
128.54.43.36,"UCSD-1 (University of California, San Diego)"
128.54.43.38,"UCSD-1 (University of California, San Diego)"
128.54.43.4,"UCSD-1 (University of California, San Diego)"
128.54.43.45,"UCSD-1 (University of California, San Diego)"
128.54.43.47,"UCSD-1 (University of California, San Diego)"
128.54.43.48,"UCSD-1 (University of California, San Diego)"
128.54.43.51,"UCSD-1 (University of California, San Diego)"
128.54.43.52,"UCSD-1 (University of California, San Diego)"
128.54.43.55,"UCSD-1 (University of California, San Diego)"
128.54.43.56,"UCSD-1 (University of California, San Diego)"
128.54.43.59,"UCSD-1 (University of California, San Diego)"
128.54.43.60,"UCSD-1 (University of California, San Diego)"
128.54.43.61,"UCSD-1 (University of California, San Diego)"
128.54.43.65,"UCSD-1 (University of California, San Diego)"
128.54.43.66,"UCSD-1 (University of California, San Diego)"
128.54.43.70,"UCSD-1 (University of California, San Diego)"
128.54.43.72,"UCSD-1 (University of California, San Diego)"
128.54.43.73,"UCSD-1 (University of California, San Diego)"
128.54.43.74,"UCSD-1 (University of California, San Diego)"
128.54.43.75,"UCSD-1 (University of California, San Diego)"
128.54.43.77,"UCSD-1 (University of California, San Diego)"
128.54.43.78,"UCSD-1 (University of California, San Diego)"
